listing_id,cutoff_date,dataset_version,room_type,property_type,neighbourhood_name,accommodates,bedrooms,beds,bathrooms,listing_price,minimum_nights,maximum_nights,instant_bookable,host_is_superhost,host_listing_count,total_reviews_before_cutoff,unique_reviewers_before_cutoff,avg_comment_len_before_cutoff,max_comment_len_before_cutoff,days_since_last_review,available_days_last_90d,available_rate_last_90d,avg_minimum_nights_calendar_last_90d,avg_maximum_nights_calendar_last_90d,available_days_last_30d,available_rate_last_30d,avg_minimum_nights_calendar_last_30d,avg_maximum_nights_calendar_last_30d,future_calendar_days_observed_30d,future_available_days_30d,future_available_rate_30d,high_demand_proxy,has_reviews_before_cutoff
27886,2025-12-10,v1_student,Private room,Private room in houseboat,Centrum-West,2,1.0,1.0,1.5,132.0,3,356,False,True,1,311,311,302.16720257234726,1917.0,94,16,0.17582417582417584,3.0,30.0,10,0.3333333333333333,3.0,30.0,30,1,0.03333333333333333,1,1
28871,2025-12-10,v1_student,Private room,Private room in rental unit,Centrum-West,2,1.0,1.0,1.0,89.0,2,730,False,True,2,732,729,201.2363387978142,1265.0,94,11,0.12087912087912088,1.8681318681318682,730.0,8,0.26666666666666666,1.8666666666666667,730.0,30,4,0.13333333333333333,1,1
29051,2025-12-10,v1_student,Private room,Private room in condo,Centrum-Oost,2,1.0,1.0,1.0,61.0,2,730,False,True,2,849,841,245.10836277974087,2253.0,93,13,0.14285714285714285,1.978021978021978,730.0,12,0.4,2.0,730.0,30,0,0.0,1,1
44391,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,4,2.0,,1.5,,3,730,False,False,1,42,42,242.3095238095238,891.0,1208,0,0.0,3.0,730.0,0,0.0,3.0,730.0,30,0,0.0,1,1
48373,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Buitenveldert - Zuidas,4,2.0,,1.5,,3,1125,False,False,1,5,5,272.2,949.0,591,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,1
49552,2025-12-10,v1_student,Entire home/apt,Entire guest suite,Centrum-West,3,2.0,2.0,1.0,322.0,3,1125,False,True,1,609,605,352.82758620689657,1799.0,106,51,0.5604395604395604,2.9340659340659343,1125.0,30,1.0,3.0,1125.0,30,14,0.4666666666666667,0,1
50263,2025-12-10,v1_student,Entire home/apt,Entire condo,Centrum-Oost,4,2.0,3.0,1.5,457.0,2,14,False,False,1,177,177,443.66101694915255,2467.0,100,83,0.9120879120879121,2.0,1125.0,30,1.0,2.0,1125.0,30,27,0.9,0,1
50515,2025-12-10,v1_student,Entire home/apt,Entire townhouse,Bos en Lommer,5,3.0,3.0,1.5,198.0,7,18,False,False,1,20,20,303.1,533.0,109,0,0.0,7.0,18.0,0,0.0,7.0,18.0,30,10,0.3333333333333333,0,1
50523,2025-12-10,v1_student,Entire home/apt,Entire condo,Centrum-West,2,1.0,1.0,1.0,162.0,2,365,False,True,1,563,560,263.39964476021316,1454.0,108,23,0.25274725274725274,1.956043956043956,365.0,20,0.6666666666666666,2.0,365.0,30,28,0.9333333333333333,0,1
53921,2025-12-10,v1_student,Entire home/apt,Entire rental unit,IJburg - Zeeburgereiland,3,1.0,,1.0,,1,21,False,False,1,12,12,262.0833333333333,886.0,564,0,0.0,1.0,21.0,0,0.0,1.0,21.0,30,0,0.0,1,1
55709,2025-12-10,v1_student,Entire home/apt,Entire loft,Centrum-Oost,2,1.0,,1.5,,11,30,False,False,1,69,68,502.17391304347825,1983.0,211,0,0.0,11.0,30.0,0,0.0,11.0,30.0,30,0,0.0,1,1
55868,2025-12-10,v1_student,Entire home/apt,Entire condo,Zuid,4,2.0,,1.5,,3,21,False,False,1,96,96,375.90625,1272.0,856,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,1
62015,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Oud-Oost,2,1.0,,1.5,,30,30,False,False,1,38,38,345.2631578947368,1307.0,619,22,0.24175824175824176,30.0,30.0,9,0.3,30.0,30.0,30,0,0.0,1,1
80635,2025-12-10,v1_student,Private room,Private room in home,Centrum-West,1,1.0,,1.5,,3,1125,False,False,4,241,241,285.46058091286307,1476.0,1075,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,1
91535,2025-12-10,v1_student,Private room,Private room in boat,De Pijp - Rivierenbuurt,2,1.0,,1.0,,1,30,True,True,1,318,318,198.3238993710692,1486.0,94,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,1
97221,2025-12-10,v1_student,Private room,Private room in bed and breakfast,Slotervaart,2,1.0,2.0,1.0,68.0,2,8,False,False,2,412,410,217.72815533980582,1556.0,124,49,0.5384615384615384,2.0,8.0,25,0.8333333333333334,2.0,8.0,30,25,0.8333333333333334,0,1
137026,2025-12-10,v1_student,Entire home/apt,Entire townhouse,De Pijp - Rivierenbuurt,4,3.0,3.0,2.0,335.0,2,1125,False,True,1,117,116,331.4017094017094,1464.0,108,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,1
155548,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Oud-Oost,3,1.0,,1.5,,3,15,False,False,1,21,21,329.0952380952381,838.0,2304,0,0.0,3.0,15.0,0,0.0,3.0,15.0,30,0,0.0,1,1
158633,2025-12-10,v1_student,Entire home/apt,Entire home,Noord-Oost,4,3.0,,1.0,,3,14,False,False,1,20,20,328.55,712.0,102,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,1
168769,2025-12-10,v1_student,Private room,Room in boutique hotel,Centrum-West,1,1.0,,1.5,,3,1124,False,False,4,278,278,266.3453237410072,1573.0,1077,0,0.0,3.0,1124.0,0,0.0,3.0,1124.0,30,0,0.0,1,1
171054,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,3,2.0,,1.0,,3,5,False,False,1,103,103,334.9514563106796,1050.0,2569,0,0.0,3.0,5.0,0,0.0,3.0,5.0,30,0,0.0,1,1
179528,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,3,2.0,2.0,1.5,301.0,7,60,False,True,2,37,37,402.5135135135135,1087.0,166,43,0.4725274725274725,12.417582417582418,1125.0,27,0.9,22.566666666666666,1125.0,30,30,1.0,0,1
188347,2025-12-10,v1_student,Private room,Private room in condo,De Baarsjes - Oud-West,2,1.0,1.0,1.0,68.0,3,28,False,False,1,478,476,295.3619246861925,1469.0,98,64,0.7032967032967034,2.32967032967033,1125.0,30,1.0,3.0,1125.0,30,22,0.7333333333333333,0,1
189754,2025-12-10,v1_student,Entire home/apt,Entire loft,Centrum-West,4,1.0,3.0,1.0,231.0,2,1125,True,True,1,427,426,221.47540983606558,1713.0,91,38,0.4175824175824176,2.0,1125.0,24,0.8,2.0,1125.0,30,25,0.8333333333333334,0,1
190943,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,3,2.0,,1.0,,3,28,False,False,1,14,14,202.14285714285714,386.0,521,0,0.0,3.0,28.0,0,0.0,3.0,28.0,30,0,0.0,1,1
219276,2025-12-10,v1_student,Private room,Private room in guest suite,Centrum-West,2,1.0,,1.0,,2,760,False,False,1,16,16,129.875,262.0,1144,0,0.0,2.0,760.0,0,0.0,2.0,760.0,30,0,0.0,1,1
193038,2025-12-10,v1_student,Private room,Private room in loft,Centrum-Oost,2,1.0,1.0,1.0,158.0,3,31,True,True,1,740,729,353.78648648648647,1950.0,101,52,0.5714285714285714,2.978021978021978,1125.0,27,0.9,3.0,1125.0,30,27,0.9,0,1
212050,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,2.0,,1.5,,4,365,False,False,1,23,23,338.30434782608694,1093.0,491,0,0.0,4.0,365.0,0,0.0,4.0,365.0,30,0,0.0,1,1
213371,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Pijp - Rivierenbuurt,4,3.0,,1.5,,4,65,False,False,1,23,23,362.0869565217391,947.0,907,0,0.0,4.0,65.0,0,0.0,4.0,65.0,30,0,0.0,1,1
214531,2025-12-10,v1_student,Private room,Private room in rental unit,Centrum-West,3,1.0,,1.0,,3,50,False,False,1,169,169,316.905325443787,1313.0,1263,0,0.0,3.0,50.0,0,0.0,3.0,50.0,30,0,0.0,1,1
245927,2025-12-10,v1_student,Entire home/apt,Entire guest suite,Centrum-West,4,2.0,3.0,1.5,635.0,2,180,True,,1,274,274,247.81386861313868,1059.0,104,37,0.4065934065934066,2.0549450549450547,180.0,15,0.5,2.0,180.0,30,22,0.7333333333333333,0,1
247805,2025-12-10,v1_student,Private room,Private room in rental unit,De Baarsjes - Oud-West,2,1.0,1.0,1.5,117.0,2,365,False,True,1,563,559,323.8223801065719,2026.0,99,9,0.0989010989010989,2.0,365.0,6,0.2,2.0,365.0,30,0,0.0,1,1
252080,2025-12-10,v1_student,Entire home/apt,Entire home,Centrum-Oost,4,3.0,,3.5,,4,14,False,False,1,29,29,408.13793103448273,2086.0,121,0,0.0,4.0,14.0,0,0.0,4.0,14.0,30,0,0.0,1,1
254104,2025-12-10,v1_student,Private room,Private room in bed and breakfast,Centrum-Oost,2,1.0,1.0,1.0,185.0,2,31,False,False,3,86,86,332.3953488372093,2092.0,95,55,0.6043956043956044,2.0,31.0,30,1.0,2.0,31.0,30,14,0.4666666666666667,0,1
1196088,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Oud-Noord,4,2.0,3.0,1.0,178.0,2,14,False,True,1,625,624,197.5968,1256.0,95,52,0.5714285714285714,1.978021978021978,1125.0,29,0.9666666666666667,2.0,1125.0,30,30,1.0,0,1
254800,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-West,2,1.0,,1.5,,2,1125,False,False,1,63,63,338.7936507936508,1555.0,1153,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,0,0.0,1,1
255809,2025-12-10,v1_student,Private room,Private room in villa,De Pijp - Rivierenbuurt,4,2.0,2.0,1.0,279.0,2,30,False,True,1,269,267,227.14126394052045,1003.0,97,40,0.43956043956043955,2.0,30.0,27,0.9,2.0,30.0,30,30,1.0,0,1
256670,2025-12-10,v1_student,Entire home/apt,Entire condo,De Baarsjes - Oud-West,4,3.0,,3.0,,5,30,False,False,1,10,10,634.9,1536.0,124,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,1
262394,2025-12-10,v1_student,Private room,Private room in rental unit,Zuid,2,,,1.0,,3,30,False,False,1,113,113,388.23893805309734,1635.0,2256,0,0.0,3.0,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,1
274706,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-West,4,2.0,,1.0,,4,40,False,False,1,44,43,388.52272727272725,1191.0,762,0,0.0,4.0,40.0,0,0.0,4.0,40.0,30,0,0.0,1,1
283170,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,8,5.0,8.0,1.5,1036.0,2,90,False,False,1,130,130,278.88461538461536,1374.0,178,74,0.8131868131868132,2.0,90.0,30,1.0,2.0,90.0,30,30,1.0,0,1
286500,2025-12-10,v1_student,Private room,Private room in rental unit,Centrum-West,2,1.0,1.0,1.0,184.0,3,365,True,True,2,413,412,274.46731234866826,1373.0,105,20,0.21978021978021978,2.89010989010989,1125.0,15,0.5,3.0,1125.0,30,10,0.3333333333333333,0,1
290701,2025-12-10,v1_student,Private room,Private room in home,Centrum-West,2,1.0,1.0,1.0,184.0,3,365,True,True,2,491,489,242.6130346232179,1939.0,96,18,0.1978021978021978,2.956043956043956,1125.0,15,0.5,3.0,1125.0,30,21,0.7,0,1
291752,2025-12-10,v1_student,Private room,Private room in rental unit,Oud-Oost,2,1.0,1.0,1.0,141.0,3,1125,False,True,1,283,281,327.9187279151943,1256.0,169,73,0.8021978021978022,2.9340659340659343,1125.0,30,1.0,2.933333333333333,1125.0,30,11,0.36666666666666664,0,1
304082,2025-12-10,v1_student,Entire home/apt,Entire guesthouse,Centrum-West,2,1.0,1.0,1.5,185.0,2,1125,False,True,1,381,376,226.45931758530185,1369.0,109,27,0.2967032967032967,2.3516483516483517,1125.0,20,0.6666666666666666,2.4,1125.0,30,25,0.8333333333333334,0,1
306852,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,4,2.0,2.0,1.5,200.0,4,21,False,False,3,32,32,347.46875,1965.0,984,0,0.0,4.0,21.0,0,0.0,4.0,21.0,30,0,0.0,1,1
307497,2025-12-10,v1_student,Entire home/apt,Boat,Westerpark,16,10.0,26.0,2.5,948.0,2,30,False,True,2,103,103,280.873786407767,1576.0,577,73,0.8021978021978022,2.0,30.0,30,1.0,2.0,30.0,30,30,1.0,0,1
307621,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,2,1.0,1.0,1.0,134.0,3,21,False,False,3,6,6,464.6666666666667,959.0,989,0,0.0,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,1
308028,2025-12-10,v1_student,Private room,Private room in rental unit,Centrum-Oost,2,1.0,,0.5,,3,10,False,False,3,36,36,453.3611111111111,1269.0,1016,0,0.0,3.0,10.0,0,0.0,3.0,10.0,30,0,0.0,1,1
311124,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-West,2,1.0,1.0,1.0,325.0,5,15,False,False,1,100,100,466.56,2216.0,142,33,0.3626373626373626,5.0,15.0,24,0.8,5.0,15.0,30,30,1.0,0,1
327285,2025-12-10,v1_student,Private room,Private room in home,De Pijp - Rivierenbuurt,4,1.0,,1.5,,3,30,True,True,1,783,781,408.4891443167305,3264.0,92,32,0.3516483516483517,2.89010989010989,30.0,25,0.8333333333333334,3.0,30.0,30,24,0.8,0,1
331946,2025-12-10,v1_student,Entire home/apt,Entire loft,De Baarsjes - Oud-West,4,4.0,5.0,2.0,275.0,3,21,False,False,1,37,37,390.4594594594595,1263.0,114,7,0.07692307692307693,3.0,21.0,0,0.0,3.0,21.0,30,0,0.0,1,1
343094,2025-12-10,v1_student,Private room,Private room in townhouse,Oud-Oost,2,1.0,1.0,1.0,104.0,5,30,True,True,1,586,585,307.98805460750856,1676.0,133,32,0.3516483516483517,4.7032967032967035,1125.0,18,0.6,4.866666666666667,1125.0,30,20,0.6666666666666666,0,1
357980,2025-12-10,v1_student,Entire home/apt,Entire townhouse,De Baarsjes - Oud-West,4,4.0,,1.5,,3,1125,False,False,1,145,142,320.8689655172414,1042.0,116,2,0.02197802197802198,2.978021978021978,1125.0,0,0.0,3.0,1125.0,30,0,0.0,1,1
359298,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,3,1.0,0.0,1.0,271.0,2,1125,False,False,1,112,112,293.99107142857144,1424.0,340,87,0.9560439560439561,2.0,1125.0,30,1.0,2.0,1125.0,30,30,1.0,0,1
366438,2025-12-10,v1_student,Private room,Private room in condo,Centrum-West,2,1.0,1.0,1.5,147.0,3,60,False,True,1,565,562,318.1185840707965,2019.0,93,61,0.6703296703296703,3.0,60.0,30,1.0,3.0,60.0,30,30,1.0,0,1
367107,2025-12-10,v1_student,Entire home/apt,Entire condo,Centrum-Oost,2,1.0,1.0,1.5,299.0,5,30,False,False,1,23,22,396.4782608695652,1043.0,228,84,0.9230769230769231,5.0,30.0,30,1.0,5.0,30.0,30,30,1.0,0,1
379885,2025-12-10,v1_student,Private room,Private room in houseboat,De Pijp - Rivierenbuurt,2,1.0,1.0,1.0,228.0,3,360,True,False,1,94,94,400.77659574468083,2188.0,773,2,0.02197802197802198,2.4285714285714284,1125.0,0,0.0,2.4,1125.0,30,0,0.0,1,1
410997,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Westerpark,4,3.0,4.0,1.5,287.0,1,365,False,False,1,0,0,0.0,0.0,5590,2,0.02197802197802198,1.0,365.0,2,0.06666666666666667,1.0,365.0,30,0,0.0,1,0
414865,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,2,1.0,,1.0,,4,30,False,False,1,13,12,310.46153846153845,851.0,234,0,0.0,4.0,30.0,0,0.0,4.0,30.0,30,0,0.0,1,1
415619,2025-12-10,v1_student,Entire home/apt,Entire condo,Oostelijk Havengebied - Indische Buurt,3,1.0,1.0,1.0,124.0,2,14,False,False,1,92,92,403.3369565217391,1692.0,108,0,0.0,2.0,14.0,0,0.0,2.0,14.0,30,0,0.0,1,1
2981861,2025-12-10,v1_student,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,1.0,0.0,96.0,1,1125,True,False,15,160,159,153.6875,970.0,114,57,0.6263736263736264,1.2087912087912087,3.0,28,0.9333333333333333,1.2666666666666666,3.0,30,28,0.9333333333333333,0,1
431635,2025-12-10,v1_student,Entire home/apt,Entire condo,Bos en Lommer,3,2.0,4.0,0.0,63.0,5,6,False,False,1,24,24,366.7916666666667,923.0,115,18,0.1978021978021978,6.0,6.0,11,0.36666666666666664,6.0,6.0,30,0,0.0,1,1
432233,2025-12-10,v1_student,Entire home/apt,Entire condo,Centrum-Oost,2,1.0,,1.0,,3,30,False,False,1,29,29,361.7241379310345,1550.0,111,1,0.01098901098901099,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,1
440992,2025-12-10,v1_student,Entire home/apt,Boat,Zuid,4,2.0,2.0,1.0,170.0,3,60,False,False,1,141,140,321.36879432624113,1126.0,99,0,0.0,3.0,60.0,0,0.0,3.0,60.0,30,0,0.0,1,1
441424,2025-12-10,v1_student,Entire home/apt,Entire home,Oostelijk Havengebied - Indische Buurt,4,3.0,3.0,2.0,158.0,4,30,False,False,1,45,45,287.5777777777778,989.0,129,0,0.0,4.0,1125.0,0,0.0,4.0,1125.0,30,1,0.03333333333333333,1,1
445660,2025-12-10,v1_student,Private room,Private room in guest suite,De Baarsjes - Oud-West,3,2.0,3.0,1.0,60.0,3,30,True,True,1,592,589,278.0135135135135,2409.0,93,8,0.08791208791208792,3.0,1125.0,7,0.23333333333333334,3.0,1125.0,30,0,0.0,1,1
450767,2025-12-10,v1_student,Entire home/apt,Houseboat,Centrum-Oost,4,2.0,3.0,1.0,374.0,3,1125,False,True,2,334,334,296.08383233532936,4511.0,106,42,0.46153846153846156,2.912087912087912,1125.0,26,0.8666666666666667,3.0,1125.0,30,20,0.6666666666666666,0,1
462341,2025-12-10,v1_student,Entire home/apt,Entire home,Centrum-West,2,3.0,,1.5,,5,20,False,False,1,52,52,337.5,1265.0,120,0,0.0,5.0,1125.0,0,0.0,5.0,1125.0,30,0,0.0,1,1
483779,2025-12-10,v1_student,Private room,Private room in rental unit,Slotervaart,2,2.0,,1.0,,2,14,False,False,1,34,33,226.76470588235293,891.0,2971,0,0.0,2.0,14.0,0,0.0,2.0,14.0,30,0,0.0,1,1
2984018,2025-12-10,v1_student,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,1.0,0.0,104.0,1,1125,True,False,15,49,48,141.79591836734693,994.0,117,40,0.43956043956043955,1.2307692307692308,1000.0,28,0.9333333333333333,1.2666666666666666,1000.0,30,30,1.0,0,1
496953,2025-12-10,v1_student,Private room,Private room in bed and breakfast,De Baarsjes - Oud-West,2,1.0,1.0,1.5,250.0,1,31,False,False,1,28,28,446.4642857142857,1146.0,2536,88,0.967032967032967,1.0,31.0,29,0.9666666666666667,1.0,31.0,30,0,0.0,1,1
503629,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,4,2.0,,1.0,,1,22,False,False,1,13,12,530.0,1224.0,119,0,0.0,1.0,22.0,0,0.0,1.0,22.0,30,0,0.0,1,1
505012,2025-12-10,v1_student,Entire home/apt,Entire home,Centrum-Oost,4,3.0,4.0,1.0,630.0,3,30,False,False,1,61,60,362.04918032786884,1131.0,945,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,2,0.06666666666666667,1,1
507598,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-West,4,2.0,3.0,1.0,500.0,2,7,False,False,1,62,62,295.6290322580645,969.0,2369,87,0.9560439560439561,2.0,7.0,29,0.9666666666666667,2.0,7.0,30,0,0.0,1,1
515088,2025-12-10,v1_student,Entire home/apt,Entire condo,Noord-Oost,4,1.0,2.0,1.5,215.0,2,10,False,False,1,1,1,137.0,137.0,2467,80,0.8791208791208791,2.0,10.0,30,1.0,2.0,10.0,30,17,0.5666666666666667,0,1
515749,2025-12-10,v1_student,Entire home/apt,Boat,Centrum-Oost,4,1.0,1.0,1.0,210.0,3,365,False,True,1,325,325,327.28,1814.0,135,39,0.42857142857142855,3.0,365.0,25,0.8333333333333334,3.0,365.0,30,30,1.0,0,1
515921,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,4,2.0,1.0,1.5,175.0,3,22,False,False,1,104,104,339.83653846153845,2425.0,122,7,0.07692307692307693,2.0,22.0,0,0.0,2.0,22.0,30,0,0.0,1,1
517996,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-West,2,1.0,1.0,1.0,350.0,3,1125,False,False,1,31,31,347.9032258064516,997.0,194,69,0.7582417582417582,3.0,1125.0,20,0.6666666666666666,3.0,1125.0,30,0,0.0,1,1
522471,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Bos en Lommer,4,4.0,,1.5,,9,25,False,False,1,29,29,523.5862068965517,1721.0,486,0,0.0,9.0,25.0,0,0.0,9.0,25.0,30,0,0.0,1,1
528022,2025-12-10,v1_student,Private room,Private room in boat,Westerpark,2,1.0,1.0,1.5,125.0,2,30,False,True,1,355,350,232.2507042253521,1250.0,96,54,0.5934065934065934,2.0,30.0,30,1.0,2.0,30.0,30,30,1.0,0,1
528594,2025-12-10,v1_student,Private room,Private room in rental unit,Slotervaart,2,,,1.0,,2,31,False,True,2,75,75,394.82666666666665,1814.0,120,0,0.0,2.0,31.0,0,0.0,2.0,31.0,30,0,0.0,1,1
537321,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,2,2.0,,1.0,,29,30,False,False,1,33,33,368.06060606060606,1239.0,1299,0,0.0,29.0,30.0,0,0.0,29.0,30.0,30,0,0.0,1,1
538723,2025-12-10,v1_student,Entire home/apt,Entire condo,Watergraafsmeer,4,2.0,,1.5,,5,30,False,False,1,57,57,354.140350877193,1461.0,2170,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,1
549310,2025-12-10,v1_student,Entire home/apt,Entire rental unit,De Baarsjes - Oud-West,4,2.0,,1.0,,1,1125,False,False,1,63,63,283.36507936507934,1838.0,136,0,0.0,1.0,1125.0,0,0.0,1.0,1125.0,30,0,0.0,1,1
553514,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Westerpark,2,0.0,1.0,1.5,108.0,2,30,False,False,1,162,161,315.8703703703704,1543.0,2124,25,0.27472527472527475,2.0,30.0,11,0.36666666666666664,2.0,30.0,30,12,0.4,0,1
556829,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Buitenveldert - Zuidas,2,1.0,1.0,1.0,126.0,3,30,False,False,2,28,28,360.5357142857143,1089.0,598,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,1
568446,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,3,2.0,,1.0,,3,5,False,False,1,108,105,271.99074074074076,1418.0,1224,0,0.0,3.0,5.0,0,0.0,3.0,5.0,30,0,0.0,1,1
570753,2025-12-10,v1_student,Private room,Private room in bed and breakfast,Zuid,3,1.0,2.0,1.5,87.0,4,30,False,True,1,402,398,359.78855721393035,2154.0,113,7,0.07692307692307693,4.0,30.0,0,0.0,4.0,30.0,30,1,0.03333333333333333,1,1
575603,2025-12-10,v1_student,Entire home/apt,Entire loft,Centrum-Oost,4,4.0,,2.5,,5,35,False,False,1,22,22,338.09090909090907,757.0,341,0,0.0,5.0,35.0,0,0.0,5.0,35.0,30,0,0.0,1,1
575615,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,4,3.0,,1.5,,3,30,False,False,1,40,40,381.25,1331.0,502,0,0.0,3.0,30.0,0,0.0,3.0,30.0,30,0,0.0,1,1
579851,2025-12-10,v1_student,Private room,Private room in guest suite,Westerpark,2,1.0,1.0,1.0,152.0,2,31,False,True,1,640,633,318.3078125,2138.0,107,5,0.054945054945054944,2.0,31.0,0,0.0,2.0,31.0,30,0,0.0,1,1
582028,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Slotervaart,6,3.0,1.0,1.5,187.0,3,28,False,False,1,13,13,347.46153846153845,646.0,138,23,0.25274725274725274,6.142857142857143,28.0,23,0.7666666666666667,6.2,28.0,30,30,1.0,0,1
582382,2025-12-10,v1_student,Entire home/apt,Entire townhouse,Oud-Noord,4,2.0,,1.5,,5,14,False,False,1,20,20,410.95,985.0,507,0,0.0,3.0,14.0,0,0.0,3.0,14.0,30,0,0.0,1,1
584258,2025-12-10,v1_student,Entire home/apt,Entire condo,Zuid,2,1.0,,1.5,,3,8,False,False,1,23,23,296.5652173913044,653.0,100,5,0.054945054945054944,3.3956043956043955,8.0,0,0.0,3.0,8.0,30,0,0.0,1,1
588020,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Centrum-Oost,6,3.0,6.0,1.0,360.0,3,90,True,False,2,391,391,254.0920716112532,2131.0,100,35,0.38461538461538464,3.087912087912088,90.0,19,0.6333333333333333,3.0,90.0,30,19,0.6333333333333333,0,1
590236,2025-12-10,v1_student,Entire home/apt,Entire condo,De Baarsjes - Oud-West,2,1.0,1.0,1.0,180.0,3,7,False,False,1,61,60,462.655737704918,3957.0,106,1,0.01098901098901099,3.0,7.0,0,0.0,3.0,7.0,30,11,0.36666666666666664,0,1
590386,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Watergraafsmeer,4,4.0,,1.5,,7,14,False,False,1,10,10,635.0,1614.0,131,0,0.0,7.0,14.0,0,0.0,7.0,14.0,30,0,0.0,1,1
590681,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Zuid,4,4.0,1.0,2.0,280.0,2,21,False,False,1,29,29,238.20689655172413,654.0,512,10,0.10989010989010989,2.0,21.0,0,0.0,2.0,21.0,30,0,0.0,1,1
591951,2025-12-10,v1_student,Entire home/apt,Entire home,Bijlmer-Oost,4,3.0,5.0,1.5,319.0,1,30,False,False,1,72,72,279.84722222222223,778.0,191,89,0.978021978021978,1.0,30.0,30,1.0,1.0,30.0,30,30,1.0,0,1
606871,2025-12-10,v1_student,Private room,Private room in houseboat,Westerpark,2,1.0,1.0,1.0,164.0,1,365,False,True,1,629,629,257.2670906200318,1520.0,99,45,0.4945054945054945,1.0,365.0,23,0.7666666666666667,1.0,365.0,30,30,1.0,0,1
608432,2025-12-10,v1_student,Private room,Private room in bed and breakfast,Centrum-West,2,0.0,1.0,1.0,110.0,1,10,False,True,2,1002,997,255.33832335329342,2689.0,91,54,0.5934065934065934,1.054945054945055,1125.0,29,0.9666666666666667,1.0,1125.0,30,0,0.0,1,1
11673293,2025-12-10,v1_student,Entire home/apt,Entire condo,De Baarsjes - Oud-West,4,2.0,,2.0,,5,30,False,False,1,42,42,332.0,1040.0,970,0,0.0,5.0,30.0,0,0.0,5.0,30.0,30,0,0.0,1,1
613088,2025-12-10,v1_student,Private room,Private room in farm stay,Noord-Oost,2,1.0,1.0,1.0,81.0,2,1125,False,False,8,415,411,352.5686746987952,1614.0,927,0,0.0,2.0,1125.0,0,0.0,2.0,1125.0,30,4,0.13333333333333333,1,1
620056,2025-12-10,v1_student,Entire home/apt,Entire rental unit,Westerpark,2,1.0,1.0,1.0,212.0,3,30,False,False,1,34,34,387.02941176470586,1623.0,415,75,0.8241758241758241,3.0,30.0,29,0.9666666666666667,3.0,30.0,30,0,0.0,1,1
